city,military_base
Bailey's Prairie,FALSE
Somerville,FALSE
Cedar Hill,FALSE
Lake Village,FALSE
Log Cabin,FALSE
Kirklin,FALSE
Plumerville,FALSE
Copenhagen,FALSE
Patoka,FALSE
Biron,FALSE
Forest Ranch,FALSE
Blue Ridge Shores,FALSE
Vernon,FALSE
Earlville,FALSE
Hermitage,FALSE
Valley Brook,FALSE
Bucklin,FALSE
Coward,FALSE
Screven,FALSE
Phelps,FALSE
Toledo,FALSE
Vermontville,FALSE
Valle Vista,FALSE
Central City,FALSE
Chalfant,FALSE
Black Creek,FALSE
Espino,FALSE
Round Lake,FALSE
Dover,FALSE
Norvelt,FALSE
Wall Lake,FALSE
Walnut,FALSE
Boswell,FALSE
Pleasant Hill,FALSE
Exira,FALSE
Hanna,FALSE
White Lake,FALSE
Exeter,FALSE
Schroon Lake,FALSE
Payne Springs,FALSE
Hanover,FALSE
Lamberton,FALSE
Polk,FALSE
Brantley,FALSE
West Concord,FALSE
Jeffersonville,FALSE
St. Georges,FALSE
Quiogue,FALSE
Finzel,FALSE
Linden,FALSE
Knightsville,FALSE
Viborg,FALSE
Kraemer,FALSE
Ashland Heights,FALSE
Tiskilwa,FALSE
Raleigh,FALSE
White Springs,FALSE
Plain,FALSE
May Creek,FALSE
Philip,FALSE
Hardy,FALSE
Geyserville,FALSE
Elysian,FALSE
Eden,FALSE
Oregon,FALSE
Lancaster,FALSE
Riceville,FALSE
Cluster Springs,FALSE
Eden Roc,FALSE
Hannawa Falls,FALSE
Dunseith,FALSE
Miracle Valley,FALSE
Sierra Blanca,FALSE
Alanson,FALSE
Tickfaw,FALSE
Mamers,FALSE
Columbiaville,FALSE
Port Deposit,FALSE
Powellton,FALSE
Eagleville,FALSE
Andersonville,FALSE
Corinne,FALSE
Homecroft,FALSE
Lopatcong Overlook,FALSE
Triadelphia,FALSE
Garza-Salinas II,FALSE
Kwethluk,FALSE
Shindler,FALSE
Kiowa,FALSE
Milo,FALSE
Pilot Grove,FALSE
Throckmorton,FALSE
Hymera,FALSE
Moyie Springs,FALSE
Red Cross,FALSE
Eldred,FALSE
Hamlet,FALSE
Cowley,FALSE
Sharon Springs,FALSE
Grass Valley,FALSE
New Site,FALSE
Montgomery,FALSE
Tipton,FALSE
La Farge,FALSE
Meadow Vale,FALSE
Columbia,FALSE
Braceville,FALSE
Bixby,FALSE
Comunas,FALSE
Lake View,FALSE
Essex,FALSE
Riverdale,FALSE
Alliance,FALSE
Scarbro,FALSE
Cuba,FALSE
Diamondville,FALSE
Howard,FALSE
Hilltop,FALSE
Tetherow,FALSE
Clinton,FALSE
Knoxville,FALSE
Ooltewah,FALSE
Ringtown,FALSE
Leighton,FALSE
Raymond,FALSE
Upper Exeter,FALSE
Godley,FALSE
Fountain City,FALSE
Misenheimer,FALSE
Gratz,FALSE
Cass Lake,FALSE
Port Vincent,FALSE
Twin Valley,FALSE
Peru,FALSE
Boomer,FALSE
Kinmundy,FALSE
Chiloquin,FALSE
Bridger,FALSE
Alcester,FALSE
Hobson City,FALSE
Patterson,FALSE
Gibbon,FALSE
Hedrick,FALSE
Traver,FALSE
Pine Lake,FALSE
Walnut,FALSE
Round Valley,FALSE
Onset,FALSE
Kasilof,FALSE
Ravine,FALSE
Church Hill,FALSE
New Harmony,FALSE
Housatonic,FALSE
Montreal,FALSE
Mount Calvary,FALSE
Napoleon,FALSE
Olympian Village,FALSE
Orangeville,FALSE
Fonda,FALSE
Gettysburg,FALSE
Point Blank,FALSE
Robin Glen-Indiantown,FALSE
Delaware Water Gap,FALSE
Greenwood,FALSE
Axtell,FALSE
Haileyville,FALSE
White Hall,FALSE
Santa Clara,FALSE
Crab Orchard,FALSE
Slatedale,FALSE
Hernandez,FALSE
Loami,FALSE
Ryan,FALSE
Brooten,FALSE
Hessmer,FALSE
Mooringsport,FALSE
Carlton,FALSE
Piper City,FALSE
Clarence,FALSE
St. Nazianz,FALSE
East Alto Bonito,FALSE
Washingtonville,FALSE
Atkins,FALSE
Renningers,FALSE
Mabel,FALSE
Perryville,FALSE
Ostrander,FALSE
Iberia,FALSE
Ashmore,FALSE
Elkton,FALSE
Osmond,FALSE
Everson,FALSE
Pray,FALSE
Cambria,FALSE
West Bend,FALSE
Palatine Bridge,FALSE
High Shoals,FALSE
Ridge Spring,FALSE
Greeley Hill,FALSE
Ridgeville,FALSE
Dublin,FALSE
Burneyville,FALSE
Wickes,FALSE
Green Spring,FALSE
Redmond,FALSE
Renova,FALSE
Drayton,FALSE
Ridgway,FALSE
Milford,FALSE
Mount Savage,FALSE
Antonito,FALSE
Parcelas Viejas Borinquen,FALSE
Driscoll,FALSE
Concord,FALSE
Iron Mountain Lake,FALSE
Bainbridge,FALSE
Estelline,FALSE
Manilla,FALSE
Woodruff,FALSE
Tribune,FALSE
Chippewa Lake,FALSE
Atlanta,FALSE
Cottageville,FALSE
South Vinemont,FALSE
Hancock,FALSE
Carlsborg,FALSE
Midvale,FALSE
McLean,FALSE
Parma,FALSE
Sioux Rapids,FALSE
Browerville,FALSE
Oppelo,FALSE
North Topsail Beach,FALSE
Mertzon,FALSE
Bertrand,FALSE
Hatton,FALSE
Maple Ridge,FALSE
Bootjack,FALSE
Rosedale,FALSE
El Duende,FALSE
Oscoda,FALSE
Blair,FALSE
Bingen,FALSE
Langeloth,FALSE
Sheridan,FALSE
Oak Ridge,FALSE
Galena,FALSE
Westmoreland,FALSE
Lott,FALSE
Ponemah,FALSE
Lakeshore Gardens-Hidden Acres,FALSE
Lakeside,FALSE
Riverton,FALSE
Tohatchi,FALSE
Duck Key,FALSE
Tyrone,FALSE
Rich Creek,FALSE
Arlington Heights,FALSE
Whitelaw,FALSE
Teton,FALSE
Clarkston,FALSE
Section,FALSE
Parkdale,FALSE
Ariton,FALSE
Hauser,FALSE
Essex,FALSE
Yarnell,FALSE
Middletown,FALSE
Amagansett,FALSE
Tuscola,FALSE
Indianola,FALSE
Edgewater,FALSE
Alden,FALSE
Amanda,FALSE
Marion,FALSE
Middlebourne,FALSE
Woodland Hills,FALSE
New Market,FALSE
Valliant,FALSE
Clarkton,FALSE
Glasgow,FALSE
Cleveland,FALSE
Concrete,FALSE
Cherry Grove,FALSE
Grand View Estates,FALSE
Falcon Lake Estates,FALSE
Copan,FALSE
Ty Ty,FALSE
Deshler,FALSE
Stockton,FALSE
Columbia,FALSE
North Hornell,FALSE
Pueblo Nuevo,FALSE
Smithville,FALSE
Powderly,FALSE
Fairmount,FALSE
Doerun,FALSE
Ector,FALSE
Bradford,FALSE
Butte Valley,FALSE
Nittany,FALSE
Coldwater,FALSE
Crystal Beach,FALSE
Underwood,FALSE
Wauzeka,FALSE
Mountain View,FALSE
Carbonado,FALSE
Caseville,FALSE
Wright City,FALSE
Bucksport,FALSE
Mocanaqua,FALSE
Chilton,FALSE
Calhoun,FALSE
Lake Tomahawk,FALSE
St. James,FALSE
Montgomery,FALSE
Anmoore,FALSE
Smithers,FALSE
Swifton,FALSE
Glen Ellen,FALSE
South Coffeyville,FALSE
Oxford,FALSE
Stewartsville,FALSE
Millville,FALSE
La Parguera,FALSE
Concorde Hills,FALSE
Leon,FALSE
Niota,FALSE
D'Hanis,FALSE
Hot Sulphur Springs,FALSE
Watson,FALSE
Branford,FALSE
Silver Springs,FALSE
New Market,FALSE
Burnside,FALSE
Marble Cliff,FALSE
Jefferson,FALSE
Eastborough,FALSE
Higginson,FALSE
Camp Wood,FALSE
Merrill,FALSE
Pocahontas,FALSE
Pocono Mountain Lake Estates,FALSE
Tucker,FALSE
Fairdealing,FALSE
Shelter Island Heights,FALSE
Peña Blanca,FALSE
Valley Springs,FALSE
Wayne,FALSE
Plankinton,FALSE
Conway,FALSE
South Range,FALSE
Tampico,FALSE
Altus,FALSE
Philadelphia,FALSE
Nevada,FALSE
Conneautville,FALSE
Rougemont,FALSE
Philo,FALSE
Napi Headquarters,FALSE
Gilbertville,FALSE
Sandersville,FALSE
Landfall,FALSE
Confluence,FALSE
Burke,FALSE
Bantam,FALSE
Bethel Springs,FALSE
Como,FALSE
Brownstown,FALSE
Clarks Hill,FALSE
Highmore,FALSE
Elkton,FALSE
Plum Grove,FALSE
Orleans,FALSE
White,FALSE
Lawtey,FALSE
Bethlehem,FALSE
Wyocena,FALSE
Tekonsha,FALSE
Rancho Chico,FALSE
Lanesboro,FALSE
Edenburg,FALSE
Gould,FALSE
Gordon,FALSE
Wilson,FALSE
Kreamer,FALSE
Greenview,FALSE
New London,FALSE
Clay Center,FALSE
Mott,FALSE
Oakman,FALSE
Lockesburg,FALSE
Garnavillo,FALSE
Bella Villa,FALSE
Low Mountain,FALSE
Whiting,FALSE
Schaller,FALSE
Gallipolis Ferry,FALSE
Merrill,FALSE
Gainesville,FALSE
Fairfield,FALSE
Salem,FALSE
Delta,FALSE
Wheatland,FALSE
Gilberton,FALSE
Arivaca,FALSE
Woodville,FALSE
Mohall,FALSE
Jerome,FALSE
Green Mountain Falls,FALSE
Heuvelton,FALSE
Morrison,FALSE
Elizabeth,FALSE
Winton,FALSE
Coalville,FALSE
Grayland,FALSE
Gaston,FALSE
Noonday,FALSE
Stewardson,FALSE
North High Shoals,FALSE
Holdingford,FALSE
Whitewater,FALSE
Bulls Gap,FALSE
Tyronza,FALSE
Fremont,FALSE
Koppel,FALSE
Shipshewana,FALSE
Búfalo,FALSE
Berlin,FALSE
Liberal,FALSE
Cedar Key,FALSE
Peletier,FALSE
Brownton,FALSE
Forest Junction,FALSE
New Washington,FALSE
Alma,FALSE
Golden City,FALSE
Grandview,FALSE
Cammack Village,FALSE
Edgemont,FALSE
Lakeview,FALSE
Lake Tapawingo,FALSE
Karlstad,FALSE
Quitman,FALSE
Deal,FALSE
Kansas,FALSE
Challenge-Brownsville,FALSE
Buckley,FALSE
Etna,FALSE
New Florence,FALSE
San Jose,FALSE
Addison,FALSE
Ider,FALSE
Fair Haven,FALSE
Kadoka,FALSE
Flemington,FALSE
Glen Ullin,FALSE
Perrysville,FALSE
Welaka,FALSE
Parmelee,FALSE
Lyons,FALSE
Scio,FALSE
Cleveland,FALSE
Kenwood,FALSE
Plains,FALSE
Courtdale,FALSE
Allenhurst,FALSE
Hinckley,FALSE
Wilton,FALSE
Point Hope,FALSE
Mayesville,FALSE
Petros,FALSE
Pilot Knob,FALSE
Hunting Valley,FALSE
Tonica,FALSE
Delft Colony,FALSE
Pine Harbor,FALSE
Jonesburg,FALSE
Pateros,FALSE
Ventura,FALSE
Wadley,FALSE
Avon,FALSE
La Rue,FALSE
West Hamlin,FALSE
Nucla,FALSE
Williamsburg,FALSE
Roff,FALSE
Mount Morris,FALSE
Berlin Heights,FALSE
North Philipsburg,FALSE
Adair,FALSE
Ventura,FALSE
Hickman,FALSE
Hillcrest,FALSE
East Dailey,FALSE
Hawk Point,FALSE
Marine on St. Croix,FALSE
Elmore City,FALSE
Jefferson,FALSE
Vicksburg,FALSE
Crabtree,FALSE
Blythe,FALSE
Pelion,FALSE
Riverview,FALSE
Steele,FALSE
Rome,FALSE
East Barre,FALSE
Zavalla,FALSE
Hanson,FALSE
New Straitsville,FALSE
Echo,FALSE
Moapa Town,FALSE
New Seabury,FALSE
Lexington,FALSE
Faulkton,FALSE
Moncure,FALSE
Bertrand,FALSE
New Kingstown,FALSE
Seneca Gardens,FALSE
Cherokee,FALSE
Mineral City,FALSE
Nicholson,FALSE
Walkerville,FALSE
North,FALSE
Avondale,FALSE
Clear Lake,FALSE
Woodall,FALSE
Crofton,FALSE
Eureka,FALSE
Eastview,FALSE
Udall,FALSE
Morrison,FALSE
Quinhagak,FALSE
Rosedale,FALSE
Vernon,FALSE
Livingston Wheeler,FALSE
Ocracoke,FALSE
Normangee,FALSE
Kerkhoven,FALSE
Savoonga,FALSE
Hennepin,FALSE
Vandling,FALSE
Tigerton,FALSE
Bruce,FALSE
Adena,FALSE
Grover,FALSE
Algodones,FALSE
Big Thicket Lake Estates,FALSE
Quincy,FALSE
Lake Shore,FALSE
Victor,FALSE
Sherman,FALSE
Rockport,FALSE
Hosford,FALSE
New River,FALSE
Vici,FALSE
Cordova,FALSE
Westbrook,FALSE
Preston,FALSE
Bay Shore,FALSE
Newman Grove,FALSE
Bogue,FALSE
Woodland,FALSE
Atlanta,FALSE
Forestville,FALSE
Okay,FALSE
Big Wells,FALSE
Chippewa Park,FALSE
Chevy Chase Section Five,FALSE
Whitakers,FALSE
Murray,FALSE
Chesapeake,FALSE
Loyalton,FALSE
Shelby,FALSE
Porum,FALSE
Seymour,FALSE
Tangier,FALSE
Corfu,FALSE
Unionville,FALSE
Cloudcroft,FALSE
Trimont,FALSE
Walnut Grove,FALSE
Gambell,FALSE
Maplesville,FALSE
Scalp Level,FALSE
Motley,FALSE
Wiscon,FALSE
Reile's Acres,FALSE
Stratford,FALSE
Alburnett,FALSE
New Milford,FALSE
Harleyville,FALSE
Parks,FALSE
Upton,FALSE
Brooklyn,FALSE
Wood Heights,FALSE
Holiday Beach,FALSE
Collbran,FALSE
East Fork,FALSE
Greenbush,FALSE
Ash Fork,FALSE
Buffalo,FALSE
North Creek,FALSE
Charleston,FALSE
North Freedom,FALSE
Saluda,FALSE
Vaughn,FALSE
Hampton,FALSE
East Williston,FALSE
Deemston,FALSE
Condon,FALSE
Quilcene,FALSE
Medora,FALSE
Hospers,FALSE
Courtland,FALSE
Bloomington,FALSE
Science Hill,FALSE
Inyokern,FALSE
Bancroft,FALSE
Perry,FALSE
Mellen,FALSE
Frankfort,FALSE
Pueblito del Carmen,FALSE
Unalakleet,FALSE
Canton,FALSE
Queenstown,FALSE
Wartrace,FALSE
San Ygnacio,FALSE
Foot of Ten,FALSE
River Road,FALSE
Pecan Hill,FALSE
Melbourne Village,FALSE
West Wood,FALSE
Jackson Heights,FALSE
Loretto,FALSE
Battle Creek,FALSE
Holden,FALSE
Warsaw,FALSE
York Haven,FALSE
Ridgeway,FALSE
Kenefick,FALSE
Linn,FALSE
Wittmann,FALSE
Ashkum,FALSE
Lorain,FALSE
Mullan,FALSE
Corydon,FALSE
Lone Oak,FALSE
Pisgah,FALSE
Oakville,FALSE
Cascade,FALSE
Fort Jones,FALSE
West Lebanon,FALSE
Natural Steps,FALSE
Portal,FALSE
McCoole,FALSE
Bevier,FALSE
Chesapeake City,FALSE
Brownsdale,FALSE
Springer,FALSE
Cedar Crest,FALSE
Town of Pines,FALSE
Mill Creek,FALSE
Pleasant View,FALSE
Mokelumne Hill,FALSE
Cohassett Beach,FALSE
Sewickley Hills,FALSE
Oriskany Falls,FALSE
Deerfield,FALSE
Potomac,FALSE
Bairdford,FALSE
Opal,FALSE
Algoma,FALSE
Lakeside,FALSE
Mount Aetna,FALSE
Falls City,FALSE
Wallace,FALSE
Cedarville,FALSE
Crossville,FALSE
Fort Gay,FALSE
Hollister,FALSE
Bardwell,FALSE
Shannon,FALSE
Wheaton,FALSE
Our Town,FALSE
Pleasant Hill,FALSE
Copake Lake,FALSE
Gordonville,FALSE
Coleman,FALSE
Montfort,FALSE
Calumet,FALSE
Clarks Grove,FALSE
Bokchito,FALSE
Olin,FALSE
Wellsburg,FALSE
York,FALSE
Scooba,FALSE
Harrodsburg,FALSE
Thaxton,FALSE
Buffalo Lake,FALSE
Silverton,FALSE
Madison,FALSE
Newland,FALSE
Sand Ridge,FALSE
Tenkiller,FALSE
Taconic Shores,FALSE
North Gate,FALSE
Gasquet,FALSE
War,FALSE
Amity,FALSE
Blackwells Mills,FALSE
Mounds,FALSE
Wild Rose,FALSE
Sedalia,FALSE
Nemacolin,FALSE
East Butler,FALSE
North Pearsall,FALSE
Tallaboa,FALSE
Westover Hills,FALSE
Chesterfield,FALSE
Passamaquoddy Pleasant Point,FALSE
Tres Pinos,FALSE
Trenton,FALSE
Detroit,FALSE
Spring Valley,FALSE
Elwood,FALSE
Bloomdale,FALSE
Bradford,FALSE
Santa Ana Pueblo,FALSE
Woodlawn,FALSE
Porter,FALSE
Scranton,FALSE
Calpella,FALSE
Boswell,FALSE
Stockton,FALSE
Onaga,FALSE
Aroma Park,FALSE
Ruthven,FALSE
Hoffman,FALSE
Wayne Lakes,FALSE
Junction City,FALSE
Saxton,FALSE
Wilton,FALSE
Millerstown,FALSE
Ririe,FALSE
Kress,FALSE
Miller,FALSE
Maple Rapids,FALSE
McDade,FALSE
Waubeka,FALSE
San Jose,FALSE
Gillett,FALSE
McClure,FALSE
Reeseville,FALSE
Tyrone,FALSE
Powers,FALSE
Ochlocknee,FALSE
Rocky Fork Point,FALSE
Minneola,FALSE
Twinsburg Heights,FALSE
Colfax,FALSE
Boyden,FALSE
Hollis Crossroads,FALSE
Kingston,FALSE
Cascade,FALSE
Van Bibber Lake,FALSE
La Moille,FALSE
Hollow Rock,FALSE
Oxford,FALSE
West Pittsburg,FALSE
Timber Hills,FALSE
Hindman,FALSE
Mound City,FALSE
West Mansfield,FALSE
Dongola,FALSE
Millville,FALSE
Paragon,FALSE
Reidville,FALSE
Ohio City,FALSE
Nuangola,FALSE
Point Comfort,FALSE
Fleming-Neon,FALSE
Kingstown,FALSE
Beasley,FALSE
Sardis,FALSE
Keiser,FALSE
Elnora,FALSE
Kiowa,FALSE
Rockland,FALSE
Morgantown,FALSE
West Alto Bonito,FALSE
Ingold,FALSE
Hendricks,FALSE
Salisbury,FALSE
Leawood,FALSE
Andrews,FALSE
Noorvik,FALSE
Tuntutuliak,FALSE
Hebron,FALSE
Alapaha,FALSE
Pennville,FALSE
Kirkwood,FALSE
Pe Ell,FALSE
Weiner,FALSE
Pikeville,FALSE
Pine Valley,FALSE
Nocona Hills,FALSE
Penns Creek,FALSE
Ricardo,FALSE
Clayton,FALSE
New Bloomfield,FALSE
Toksook Bay,FALSE
Upper Marlboro,FALSE
Kimball,FALSE
Bardwell,FALSE
McAdenville,FALSE
Chillicothe,FALSE
Carrizo Hill,FALSE
Lytle Creek,FALSE
New Underwood,FALSE
Haviland,FALSE
Sunset Valley,FALSE
Brownsboro Farm,FALSE
Kasota,FALSE
McNary,FALSE
Blue Ridge Summit,FALSE
Ellendale,FALSE
Six Mile,FALSE
Rowes Run,FALSE
Sunset Village,FALSE
Adams,FALSE
Farmersville,FALSE
Strawn,FALSE
South Hills,FALSE
Marble,FALSE
Morley,FALSE
Kuttawa,FALSE
Petrolia,FALSE
Watkins,FALSE
Cecilton,FALSE
St. Florian,FALSE
Lakehead,FALSE
Vader,FALSE
Waterloo,FALSE
Hillman,FALSE
Walnut Creek,FALSE
Armour,FALSE
McRae,FALSE
Oak Grove,FALSE
Rocky Hill,FALSE
Hull,FALSE
Colton,FALSE
Freeport,FALSE
Bluford,FALSE
Osmond,FALSE
Palmer,FALSE
McBain,FALSE
South Royalton,FALSE
Saybrook,FALSE
Bristow Cove,FALSE
Caroleen,FALSE
Happy,FALSE
Adrian,FALSE
Chattaroy,FALSE
Efland,FALSE
Coggon,FALSE
Silver Cliff,FALSE
Liberty,FALSE
Peñasco,FALSE
Sligo,FALSE
Beverly,FALSE
Rushville,FALSE
Sebeka,FALSE
La Tina Ranch,FALSE
Cloverdale,FALSE
White Hall,FALSE
Canyon City,FALSE
Forest View,FALSE
Eckhart Mines,FALSE
Potosi,FALSE
Turbotville,FALSE
Albert City,FALSE
Chemung,FALSE
Eleva,FALSE
Sullivan,FALSE
Taholah,FALSE
Bodega Bay,FALSE
Ocean Isle Beach,FALSE
Auburndale,FALSE
Cliffside,FALSE
Pleasant Hill,FALSE
Mathiston,FALSE
Thompsontown,FALSE
South New Castle,FALSE
Russia,FALSE
Loretto,FALSE
Holden Beach,FALSE
Potters Hill,FALSE
Joppa,FALSE
Racine,FALSE
Friendship,FALSE
Center City,FALSE
Sycamore,FALSE
Kooskia,FALSE
Bolt,FALSE
Deer Creek,FALSE
Kernville,FALSE
Crofton,FALSE
Silverton,FALSE
St. Leon,FALSE
Oldenburg,FALSE
Two Rivers,FALSE
James Town,FALSE
Puryear,FALSE
Addison,FALSE
Vayas,FALSE
Lake Winola,FALSE
Greenwood,FALSE
Matherville,FALSE
Viola,FALSE
Mountain Lakes,FALSE
Oneida,FALSE
Austinburg,FALSE
Alda,FALSE
Bay View,FALSE
Rolling Fields,FALSE
Loghill Village,FALSE
Strykersville,FALSE
Timber Lakes,FALSE
Manzanita,FALSE
Cleveland,FALSE
Ashley,FALSE
Thunderbird Bay,FALSE
Elmwood,FALSE
Mechanicsburg,FALSE
Strathmoor Village,FALSE
La Prairie,FALSE
New Cuyama,FALSE
Arroyo Colorado Estates,FALSE
Flovilla,FALSE
Meridian Station,TRUE
Agency,FALSE
Cisne,FALSE
Parkway Village,FALSE
Motley,FALSE
Welling,FALSE
Amherst,FALSE
Story,FALSE
Deer Lake,FALSE
St. Edward,FALSE
Genoa,FALSE
Heidelberg,FALSE
Palmyra,FALSE
Millington,FALSE
Pippa Passes,FALSE
Dalzell,FALSE
Blairstown,FALSE
Maury City,FALSE
Taylor Springs,FALSE
Bluffs,FALSE
Wabasso,FALSE
Santa Clara,FALSE
Clio,FALSE
San Luis,FALSE
Stanwood,FALSE
Ona,FALSE
Sharptown,FALSE
Remington,FALSE
Clyde,FALSE
Virgin,FALSE
St. Meinrad,FALSE
Carlisle,FALSE
Wampum,FALSE
San Simeon,FALSE
Friendship,FALSE
Milan,FALSE
Elberfeld,FALSE
McDowell,FALSE
Van Horne,FALSE
Hershey,FALSE
Valley Acres,FALSE
Round Hill,FALSE
Fulton,FALSE
Thayer,FALSE
Beemer,FALSE
Joliet,FALSE
Shueyville,FALSE
Niantic,FALSE
Greendale,FALSE
Milner,FALSE
Lecompton,FALSE
Round Rock,FALSE
Justice,FALSE
Eldorado Springs,FALSE
Monroe,FALSE
Clarissa,FALSE
Pennsbury Village,FALSE
Lemitar,FALSE
Cove,FALSE
Bendersville,FALSE
Sycamore Hills,FALSE
McLaughlin,FALSE
Bluetown,FALSE
Schenevus,FALSE
Yates City,FALSE
Grantsboro,FALSE
El Rancho Vela,FALSE
Rocky Ripple,FALSE
Greensburg,FALSE
Glenwood,FALSE
Oak Level,FALSE
Jewett,FALSE
Verlot,FALSE
Weston,FALSE
Fremont,FALSE
Viburnum,FALSE
Summertown,FALSE
Hills,FALSE
Allgood,FALSE
New Boston,FALSE
Sheridan,FALSE
Crawford,FALSE
Holland,FALSE
Alhambra,FALSE
Yakutat,FALSE
Welcome,FALSE
Perdido Beach,FALSE
Pretty Prairie,FALSE
Melrose,FALSE
Oak City,FALSE
Wickliffe,FALSE
Birch Tree,FALSE
Hanover,FALSE
Lake Roesiger,FALSE
Heron Lake,FALSE
Port Leyden,FALSE
Woonsocket,FALSE
Timberlake,FALSE
Dauberville,FALSE
Ottertail,FALSE
New Hope,FALSE
Sharpsburg,FALSE
Little Hocking,FALSE
Vicksburg,FALSE
Waldron,FALSE
Creston,FALSE
Norwood,FALSE
Norborne,FALSE
Gallaway,FALSE
Evansville,FALSE
Lake Arthur Estates,FALSE
Busby,FALSE
Greenevers,FALSE
New Florence,FALSE
Asharoken,FALSE
North Middletown,FALSE
Clarence,FALSE
East Pecos,FALSE
New Chapel Hill,FALSE
Woodlawn,FALSE
Satsop,FALSE
Galesville,FALSE
Savanna,FALSE
Cordova,FALSE
Carey,FALSE
Stephen,FALSE
North San Pedro,FALSE
Minnesota Lake,FALSE
South Wilmington,FALSE
Shoshoni,FALSE
Minford,FALSE
North Springfield,FALSE
Kirtland Hills,FALSE
Taycheedah,FALSE
Barlow,FALSE
Lynch,FALSE
Picture Rocks,FALSE
Alexandria,FALSE
Nenahnezad,FALSE
Coffeen,FALSE
Remy,FALSE
Sunset,FALSE
Gilbert,FALSE
Stanton,FALSE
Agency,FALSE
Green Valley,FALSE
Blairsville,FALSE
Rock Island,FALSE
Florence,FALSE
Washburn,FALSE
Winslow West,FALSE
Rossiter,FALSE
Shawnee,FALSE
Palo Seco,FALSE
Vineyard Lake,FALSE
Franklin,FALSE
Caddo Valley,FALSE
Huntsville,FALSE
Redwater,FALSE
Argyle,FALSE
Elloree,FALSE
Dustin Acres,FALSE
Noble,FALSE
Frost,FALSE
Castlewood,FALSE
Mendon,FALSE
Almena,FALSE
Flintville,FALSE
Bolton,FALSE
Harmony,FALSE
Tidioute,FALSE
Arlee,FALSE
Jennerstown,FALSE
Clayton,FALSE
Simla,FALSE
Malta,FALSE
Francis Creek,FALSE
Vermont,FALSE
Harrah,FALSE
Grafton,FALSE
Brighton,FALSE
Halaula,FALSE
Rollingstone,FALSE
Whitsett,FALSE
Roxton,FALSE
Cannonsburg,FALSE
Dufur,FALSE
Lost Nation,FALSE
Stratton,FALSE
Crowder,FALSE
Saluda,FALSE
Cardwell,FALSE
Alden,FALSE
Notus,FALSE
Findlay,FALSE
St. Lucie Village,FALSE
West City,FALSE
Kotlik,FALSE
La Mesa,FALSE
Bryantown,FALSE
Roberts,FALSE
Cohutta,FALSE
Paukaa,FALSE
Iron River,FALSE
Ojo Amarillo,FALSE
Aquadale,FALSE
Valier,FALSE
Tacna,FALSE
Robbinsville,FALSE
Waterville,FALSE
Ducor,FALSE
Weir,FALSE
Smithville,FALSE
East Avon,FALSE
Moravia,FALSE
Canistota,FALSE
Roseland,FALSE
O'Brien,FALSE
Bull Creek,FALSE
Alpha,FALSE
Lake Benton,FALSE
Lynn,FALSE
Micanopy,FALSE
Highfill,FALSE
Lake Milton,FALSE
East Vandergrift,FALSE
Winchester,FALSE
Middleton,FALSE
Cochranville,FALSE
Dove Creek,FALSE
Elgin,FALSE
Thatcher,FALSE
Jay,FALSE
Milnor,FALSE
Onida,FALSE
Hungry Horse,FALSE
Livingston,FALSE
Clarkson,FALSE
Tees Toh,FALSE
Downey,FALSE
Taconite,FALSE
Dicksonville,FALSE
Excel,FALSE
Campbell,FALSE
Klamath,FALSE
Binger,FALSE
Norwalk,FALSE
Rose City,FALSE
Loleta,FALSE
Nelsonville,FALSE
Ackermanville,FALSE
Wingo,FALSE
Golconda,FALSE
Davis,FALSE
The Lakes,FALSE
Niland,FALSE
Nisqually Indian Community,FALSE
Cohasset,FALSE
Mangham,FALSE
Brooksville,FALSE
Hayden,FALSE
Gibson,FALSE
Hoyt,FALSE
Jefferson,FALSE
Pinckard,FALSE
Selma,FALSE
Man,FALSE
Ridgeway,FALSE
Patton Village,FALSE
Geronimo,FALSE
Candlewood Lake,FALSE
Melrose,FALSE
Springdale,FALSE
Grosse Tete,FALSE
Johnson City,FALSE
Mermentau,FALSE
Hartford,FALSE
Hamilton,FALSE
Risingsun,FALSE
Dahlgren Center,TRUE
New Hope,FALSE
Westcliffe,FALSE
Santa Maria,FALSE
Firth,FALSE
Winterstown,FALSE
Graford,FALSE
Selby,FALSE
Laurel Hill,FALSE
Reece City,FALSE
Lovelady,FALSE
Westwood,FALSE
Boyce,FALSE
Ladonia,FALSE
Davis,FALSE
Allardt,FALSE
Stockton,FALSE
Kirtland,FALSE
Arcadia University,FALSE
Shenandoah Retreat,FALSE
Fairfield,FALSE
Wanamie,FALSE
Cartwright,FALSE
Millville,FALSE
West College Corner,FALSE
Queen City,FALSE
Sharon,FALSE
La Belle,FALSE
Lakota,FALSE
Pilot Station,FALSE
Michie,FALSE
English,FALSE
Atlasburg,FALSE
Parker School,FALSE
Anguilla,FALSE
Douglas City,FALSE
Chamberino,FALSE
Randall,FALSE
Balaton,FALSE
Derby Line,FALSE
Catawba,FALSE
Trout Lake,FALSE
New Berlin,FALSE
What Cheer,FALSE
Groveland,FALSE
Hayden Lake,FALSE
Dodge City,FALSE
Peters,FALSE
Waverly,FALSE
Hawley,FALSE
New Market,FALSE
Tripp,FALSE
Bradley Junction,FALSE
Carney,FALSE
Camp Douglas,FALSE
Pultneyville,FALSE
Avoca,FALSE
Blue Berry Hill,FALSE
St. Francisville,FALSE
Farmington,FALSE
Oneida Castle,FALSE
